,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price,lt,lg
612,11,1.0,1,1,1.0,1,2,4.0,16,552.0,796000.0,43.66523654758431,-79.36608761588745
613,11,1.0,1,0,1.0,1,0,17.0,4,529.0,652000.0,43.652430443439584,-79.371052959416
614,10,3.0,2,0,2.0,0,2,1.0,5,865.0,1154000.0,43.65981445575656,-79.39459847298288
615,11,2.0,1,0,4.0,1,0,4.0,7,1530.0,2350000.0,43.65991755408012,-79.36393544141103
616,13,0.0,1,0,0.0,1,1,12.0,7,348.0,396000.0,43.634019760832466,-79.4157651135108
617,10,2.0,2,0,0.0,1,0,4.0,30,407.0,510000.0,43.65921656630576,-79.42200279550826
618,10,2.0,2,0,1.0,0,0,1.0,7,549.0,685000.0,43.664554614801354,-79.40301777234053
620,11,2.0,2,0,2.0,1,0,5.0,14,944.0,1195000.0,43.665014200235674,-79.36512928569016
621,13,2.0,2,1,2.0,0,0,20.0,6,1260.0,1417000.0,43.63401877289057,-79.41660748196246
622,10,2.0,2,0,3.0,1,0,35.0,29,1160.0,1389000.0,43.66671894440527,-79.4059770380655
623,10,1.0,1,1,1.0,1,0,27.0,4,521.0,762000.0,43.676381526371465,-79.38704187430054
624,13,2.0,2,0,1.0,0,0,13.0,2,733.0,979000.0,43.648732748231794,-79.39160958811004
625,11,1.0,1,0,1.0,1,0,10.0,14,568.0,761000.0,43.66937539181747,-79.36801130122156
626,13,1.0,1,0,1.0,1,3,0.0,10,622.0,667000.0,43.648357789573694,-79.40420949728329
627,13,2.0,3,0,1.0,1,2,9.0,26,549.0,714000.0,43.63011566232952,-79.41241346110034
628,10,1.0,1,0,1.0,1,1,13.0,2,321.0,433000.0,43.66025045096681,-79.4005604721686
629,13,1.0,1,0,0.0,0,0,1.0,15,339.0,382000.0,43.63827268849535,-79.39521308128933
630,10,0.0,1,0,1.0,0,0,30.0,25,390.0,597000.0,43.688176735576704,-79.37378270040163
631,13,0.0,1,0,1.0,0,1,25.0,25,508.0,547000.0,43.63055837064328,-79.4275892693706
632,10,2.0,2,1,2.0,1,0,23.0,13,1203.0,1262000.0,43.657280700706586,-79.42097938250654
633,11,1.0,1,1,1.0,0,0,16.0,14,439.0,564000.0,43.64858657325968,-79.37563136626
634,10,1.0,1,1,2.0,0,2,16.0,3,653.0,897000.0,43.66644094545747,-79.39532553476175
635,10,2.0,2,0,1.0,0,3,16.0,1,820.0,749000.0,43.69148849187588,-79.38347304430161
636,11,2.0,3,1,2.0,1,1,4.0,23,736.0,862000.0,43.646621143556175,-79.37869941046088
637,11,1.0,1,1,2.0,0,0,9.0,1,748.0,1186000.0,43.66793345879561,-79.36729682252567
638,11,1.0,1,0,1.0,1,1,13.992615420819334,5,653.0,612000.0,43.66167954017617,-79.36518019241316
639,11,2.0,2,0,1.0,1,1,2.0,1,451.0,567000.0,43.66404423222158,-79.3841758689196
640,10,1.0,1,1,0.0,0,1,11.0,16,408.0,596000.0,43.65478782889491,-79.39926954987469
641,13,1.0,1,1,0.0,1,0,9.0,5,844.0,595000.0,43.64585041838728,-79.3716893787752
642,10,2.0,2,0,1.0,1,1,6.0,19,992.0,1263000.0,43.656694717016656,-79.3872455480961
643,10,1.0,1,0,0.0,0,0,20.0,2,314.0,452000.0,43.660631459224255,-79.4140662615378
644,10,3.0,2,0,4.0,1,3,3.0,9,3425.0,3208000.0,43.6613273035968,-79.40109368434987
645,10,1.0,1,0,0.0,1,1,5.0,6,376.0,502000.0,43.67681195696289,-79.37363582627336
646,13,1.0,1,1,1.0,1,0,5.0,33,600.0,953000.0,43.63163809286864,-79.4130188073636
647,13,1.0,1,0,1.0,0,0,8.0,8,579.0,986000.0,43.64715484600697,-79.41436116659683
648,11,2.0,1,1,2.0,0,1,6.0,3,1140.0,1444000.0,43.6583981447772,-79.35470021643894
649,11,1.0,1,0,0.0,0,1,2.0,9,385.0,458000.0,43.65901914252411,-79.37487778914033
650,10,1.0,1,1,0.0,0,0,16.0,15,603.0,566000.0,43.67654167464483,-79.37241857879567
651,10,2.0,3,0,0.0,1,2,7.0,5,791.0,703000.0,43.674931906188576,-79.37022177003135
652,11,1.0,1,0,1.0,1,3,15.0,4,479.0,657000.0,43.653218058543345,-79.37826776403776
653,13,1.0,1,1,1.0,1,0,6.0,0,536.0,800000.0,43.62095141888257,-79.39520970464983
654,11,0.0,1,0,1.0,0,1,23.0,6,433.0,581000.0,43.66166136802207,-79.37978695637554
655,13,2.0,1,0,0.0,1,2,6.0,2,498.0,580000.0,43.63955214282252,-79.38274345862048
656,10,1.0,1,1,1.0,1,3,17.0,2,464.0,647000.0,43.65524189778294,-79.41934390383267
657,10,1.0,1,0,1.0,1,1,3.0,4,827.0,970000.0,43.67148211715864,-79.4013231241692
658,11,2.0,2,0,1.0,0,3,7.0,7,1215.0,1082000.0,43.65375595046582,-79.37044865525728
659,11,3.0,2,0,2.0,0,0,19.0,1,934.0,1388000.0,43.6522482885673,-79.37407138970569
660,13,1.0,1,1,0.0,1,1,15.0,17,567.0,513000.0,43.65443058762792,-79.38918839067023
661,10,1.0,1,1,2.0,1,3,5.0,11,1006.0,995000.0,43.653050414698576,-79.4137017025067
662,13,2.0,2,1,3.0,1,2,9.0,0,2045.0,2102000.0,43.63875923917704,-79.39303951031567
663,11,2.0,2,0,1.0,0,1,4.0,32,786.0,956000.0,43.653789376902,-79.37535762010246
665,10,1.0,1,1,1.0,1,1,14.0,9,562.0,724000.0,43.66064923715426,-79.40584872537607
666,10,1.0,1,0,1.0,0,3,12.0,8,568.0,847000.0,43.673925084419814,-79.3841119312186
667,10,3.0,2,0,3.0,0,2,14.0,1,1568.0,1767000.0,43.68430588958516,-79.38783305143994
668,10,1.0,1,0,0.0,1,1,16.0,7,282.0,434000.0,43.67621632238039,-79.37060288449906
669,10,1.0,1,0,1.0,1,2,38.0,3,538.0,667000.0,43.65566378367512,-79.42051300844076
670,10,1.0,1,1,1.0,1,2,14.035520772105377,7,917.0,805000.0,43.662691732341095,-79.40436538494565
671,11,1.0,1,1,1.0,0,0,16.0,10,753.3950704588807,610000.0,43.66861751792828,-79.37375478269243
672,10,1.0,1,0,0.0,0,3,2.0,5,430.0,635000.0,43.66164939073091,-79.41875521478683
673,10,1.0,1,0,1.0,0,1,2.0,4,536.0,511000.0,43.68040388965021,-79.38098055369035
674,10,1.0,1,0,1.0,1,2,14.0,9,350.0,562000.0,43.68906800141683,-79.38724718715522
675,13,1.0,1,1,2.0,0,1,2.0,1,815.0,966000.0,43.64450220351816,-79.38371597714092
676,13,2.0,2,0,1.0,1,0,7.0,10,441.0,597000.0,43.64363392987043,-79.39566776755903
677,11,3.0,3,0,4.0,1,0,4.0,4,1649.0,2309000.0,43.67175808289046,-79.37070406256733
678,11,1.0,1,0,1.0,1,1,10.0,10,472.0,565000.0,43.66439236713097,-79.37041557942335
679,10,0.0,1,0,0.0,1,0,11.0,1,347.0,467000.0,43.66098578210835,-79.38882587326835
680,11,2.0,3,0,3.0,0,0,6.0,10,1022.0,1603000.0,43.65357935702363,-79.36379810805136
681,10,2.0,3,0,0.0,0,1,19.0,27,410.0,515000.0,43.66778655374879,-79.4002427925552
682,10,3.0,3,0,6.0,0,0,5.0,2,2773.0,2522000.0,43.68372496961093,-79.38739888795821
683,13,1.0,1,0,1.0,1,2,5.0,4,546.0,592000.0,43.6442981925796,-79.36949073003187
684,13,1.0,1,0,0.0,0,1,16.0,17,245.0,382000.0,43.6478503078678,-79.40744736640283
685,10,1.0,1,1,1.0,1,1,0.0,4,681.0,1012000.0,43.67287926338733,-79.38968867719915
686,10,1.0,1,0,0.0,1,0,0.0,16,322.0,484000.0,43.66723283304334,-79.4125605409841
687,13,1.0,1,0,0.0,1,1,17.0,3,271.0,448000.0,43.64393152384763,-79.40842061716064
688,13,2.0,2,0,0.0,1,2,38.0,11,343.0,488000.0,43.64080119297462,-79.40588295269686
689,13,2.0,3,0,0.0,1,2,14.0,7,345.0,425000.0,43.645378629691514,-79.39783254982677
690,13,3.0,3,0,1.0,0,1,2.0,7,611.0,631000.0,43.635540209587774,-79.40243363053914
691,11,2.0,2,1,1.0,0,0,17.0,19,911.0,798000.0,43.66232114422895,-79.36990851448331
692,11,2.0,2,0,1.0,0,1,29.0,0,860.0,787000.0,43.66052634265193,-79.36713436636359
693,10,2.0,2,0,1.0,1,3,8.0,11,1193.0,1143000.0,43.66143856069641,-79.42411528818691
694,10,1.0,2,0,1.0,0,3,5.0,1,753.3900618891613,859000.0,43.67521975631832,-79.38080326608423
695,11,2.0,1,0,5.0,0,3,19.0,1,1651.0,2292000.0,43.66127437723603,-79.3709163260622
696,10,2.0,2,0,1.0,1,1,16.0,5,693.0,675000.0,43.66611250748956,-79.4127591006478
697,10,2.0,2,0,1.0,1,1,14.0,8,684.0,784000.0,43.68260349798339,-79.37499065952606
698,10,1.0,1,1,1.0,1,3,7.0,11,548.0,660000.0,43.657843545616686,-79.38704532527925
699,10,1.0,1,1,0.0,0,0,26.0,3,481.0,513000.0,43.65945321073687,-79.41730789895207
700,10,2.0,2,0,1.0,1,2,13.964011853295304,3,477.0,544000.0,43.677130514356314,-79.39402075697394
701,13,1.0,1,0,1.0,1,2,3.0,9,371.0,549000.0,43.63016264094776,-79.42645096805394
702,10,1.0,1,0,1.0,1,0,1.0,7,465.0,554000.0,43.66668496252624,-79.40727880848054
703,10,1.0,1,0,0.0,1,3,37.0,4,378.0,462000.0,43.65271439184512,-79.4211266302464
704,11,3.0,2,0,1.0,0,0,17.0,1,785.0,947000.0,43.65771627949633,-79.36032196345997
705,13,1.0,1,1,0.0,0,0,4.0,7,487.0,582000.0,43.648293770356545,-79.38022004278953
706,10,1.0,1,1,1.0,1,0,59.0,15,361.0,556000.0,43.684478177981255,-79.38152287304104
707,13,2.0,2,0,0.0,1,0,7.0,27,546.0,481000.0,43.63910219881331,-79.39020783618328
708,10,1.0,1,0,1.0,1,2,12.0,2,327.0,438000.0,43.656931230301616,-79.38274439903401
709,13,2.0,2,0,1.0,1,2,4.0,14,406.0,429000.0,43.640815322971214,-79.4176173150002
710,11,1.0,1,1,2.0,0,1,1.0,8,804.0,1260000.0,43.653208022849846,-79.35282609595984
711,13,1.0,1,0,0.0,1,3,13.937033488471505,10,311.0,380000.0,43.64033286869843,-79.37779838187045
712,10,1.0,1,0,0.0,0,0,17.0,0,628.0,466000.0,43.672291557631894,-79.3796347604845
713,11,3.0,3,0,2.0,1,0,5.0,0,1273.0,1209000.0,43.67063371364574,-79.3631304328548
714,13,1.0,1,1,1.0,0,1,3.0,12,670.0,868000.0,43.6491891096982,-79.3655187431525
715,13,1.0,1,1,1.0,1,1,13.0,16,705.0,700000.0,43.63738424831724,-79.3910177680039
716,11,2.0,2,0,1.0,1,1,16.0,19,471.0,614000.0,43.661457769759814,-79.35868433269019
717,10,2.0,2,0,2.0,1,1,10.0,2,698.0,974000.0,43.67565738388075,-79.40353345854204
718,13,1.0,1,0,1.0,1,1,13.940933974952053,4,335.0,497000.0,43.63460914836867,-79.42499608828906
719,10,1.0,1,1,1.0,1,3,12.0,0,422.0,743000.0,43.676656288606615,-79.38938291139304
720,13,2.0,2,0,2.0,0,1,13.0,1,1829.0,1896000.0,43.64875174598201,-79.39203961499621
721,13,1.0,1,1,1.0,1,1,20.0,26,477.0,881000.0,43.64465431306364,-79.41158834529142
722,13,2.0,2,0,1.0,1,1,2.0,18,557.0,586000.0,43.642000079042226,-79.39919154455805
723,13,3.0,2,0,2.0,0,0,16.0,6,734.0,977000.0,43.64475247279676,-79.3842507410183
724,13,1.0,1,0,0.0,1,0,16.0,2,828.0,572000.0,43.63846724151314,-79.41975988504437
725,13,1.0,1,0,0.0,1,2,33.0,8,284.0,332000.0,43.64892030387668,-79.40968734848676
726,11,1.0,1,1,0.0,0,2,26.0,25,826.0,707000.0,43.64959571620021,-79.37226407016766
727,10,1.0,1,0,1.0,1,0,1.0,3,378.0,549000.0,43.681402510588065,-79.38921774201218
728,13,2.0,2,0,1.0,0,3,74.0,3,521.0,638000.0,43.63781396135163,-79.41920987847611
729,10,1.0,1,0,1.0,0,3,25.0,2,419.0,626000.0,43.67392991824634,-79.38102779847736
730,10,2.0,2,0,2.0,1,1,1.0,37,1018.0,1223000.0,43.6779906428348,-79.37350689512186
731,10,1.0,1,0,1.0,0,1,11.0,2,463.0,698000.0,43.66200926154989,-79.406521397361
732,13,2.0,3,0,1.0,1,1,13.972137866796448,28,527.0,760000.0,43.65026572044603,-79.39724490994284
734,11,0.0,1,0,1.0,0,2,0.0,8,466.0,470000.0,43.6585390517637,-79.37849484865205
735,13,2.0,2,1,4.0,0,0,19.0,0,1772.0,2155000.0,43.63814429153306,-79.40862131098571
736,13,3.0,2,0,1.0,1,0,83.0,2,554.0,900000.0,43.63999377531898,-79.3842745040361
737,10,2.0,1,1,3.0,1,3,21.0,12,1257.0,1739000.0,43.67006259226806,-79.40107274784017
738,10,1.0,1,0,1.0,1,1,3.0,11,603.0,728000.0,43.68919731483419,-79.3712869950954
739,11,1.0,1,1,1.0,1,0,6.0,25,730.0,881000.0,43.672126040290536,-79.37210957508945
740,11,3.0,2,0,4.0,1,1,5.0,0,1364.0,1749000.0,43.66949535073759,-79.3647102863036
741,10,2.0,3,1,4.0,1,2,30.0,1,2190.0,2382000.0,43.66141913856485,-79.40492224995029
742,10,2.0,2,1,1.0,1,0,27.0,19,830.0,729000.0,43.6886497845332,-79.38199982896056
743,13,2.0,2,0,2.0,0,2,38.0,8,740.0,1194000.0,43.6279713809015,-79.4208565836179
744,10,2.0,3,0,1.0,1,0,12.0,8,708.0,830000.0,43.673747259097865,-79.36582443975092
745,11,0.0,1,0,0.0,1,0,11.0,2,585.0,545000.0,43.66145375369656,-79.35670057572563
746,10,1.0,1,1,0.0,0,1,1.0,5,346.0,591000.0,43.666350148138186,-79.39477231553239
747,10,1.0,1,1,1.0,0,2,20.0,7,530.0,651000.0,43.68285802065799,-79.36598961008906
748,13,2.0,2,0,1.0,0,3,15.0,6,539.0,637000.0,43.64609065241357,-79.40428153788885
749,10,1.0,1,0,0.0,1,1,13.0,15,360.0,545000.0,43.672119662644285,-79.3617357008003
750,10,3.0,3,0,1.0,1,1,6.0,12,640.0,767000.0,43.67374257518381,-79.36938842529264
751,10,3.0,3,1,4.0,1,0,11.0,0,2631.0,2573000.0,43.69396483578241,-79.37973734948102
752,13,1.0,1,1,1.0,1,0,2.0,3,709.0,796000.0,43.631269946688704,-79.41644858584813
753,13,1.0,1,0,1.0,0,0,9.0,9,404.0,575000.0,43.636275394409424,-79.42355903509497
754,11,1.0,1,1,1.0,1,1,3.0,3,511.0,658000.0,43.6592029298596,-79.36062840157635
755,13,2.0,2,1,0.0,0,2,2.0,1,396.0,598000.0,43.64514043632578,-79.36538126009548
756,11,1.0,1,1,1.0,1,0,11.0,14,561.0,635000.0,43.66899114873467,-79.38346739684627
757,10,0.0,1,0,0.0,0,0,14.0,1,371.0,472000.0,43.68356357411242,-79.37503144291131
758,13,2.0,3,0,1.0,1,3,14.053723042347942,10,1029.0,1262000.0,43.63159392441179,-79.4205183700396
759,13,3.0,3,0,1.0,1,1,39.0,17,873.0,981000.0,43.653264828892524,-79.39467372128665
760,11,1.0,1,1,1.0,1,3,29.0,4,526.0,552000.0,43.65970667092875,-79.37387198539369
761,10,0.0,1,0,1.0,1,2,5.0,4,414.0,576000.0,43.65862870277922,-79.39253538450025
763,11,2.0,2,0,1.0,0,3,2.0,3,722.0,1041000.0,43.657021089811046,-79.37614560304249
764,13,1.0,1,0,1.0,0,1,57.0,1,418.0,625000.0,43.64605551109007,-79.37066948587537
765,10,1.0,1,1,1.0,1,3,30.0,1,497.0,700000.0,43.68130927715275,-79.3687159736261
766,10,1.0,2,1,1.0,1,3,27.0,8,720.0,856000.0,43.65445352044771,-79.40866190169172
767,13,1.0,1,0,0.0,1,3,3.0,16,467.0,456000.0,43.64009242291112,-79.39118799396131
768,11,1.0,1,0,0.0,0,0,0.0,5,333.0,483000.0,43.65378922570306,-79.37589023287956
769,10,1.0,1,1,1.0,1,0,4.0,18,721.0,753000.0,43.64957329876569,-79.42044960308338
770,10,1.0,1,0,1.0,0,1,14.0,12,263.0,426000.0,43.67875358115074,-79.385971270768
771,10,1.0,1,1,1.0,1,1,14.002204116750685,34,712.0,686000.0,43.67663261756937,-79.38366323564696
772,13,1.0,1,0,1.0,0,2,24.0,16,494.0,465000.0,43.644036794189525,-79.37297959632426
773,13,2.0,3,0,0.0,1,0,23.0,1,377.0,477000.0,43.63295739533274,-79.41294189027442
774,11,1.0,1,1,1.0,0,0,30.0,48,1139.0,1037000.0,43.65589884929649,-79.37318049184995
775,10,1.0,1,1,0.0,0,1,21.0,6,643.0,697000.0,43.691207099271224,-79.38514923931929
776,10,3.0,2,0,2.0,1,0,3.0,12,1198.0,1062000.0,43.67415818218825,-79.3867585012407
777,10,1.0,1,0,1.0,1,1,5.0,0,682.0,749000.0,43.680536371489495,-79.38324522637544
778,10,2.0,2,1,1.0,0,0,10.0,4,475.0,743000.0,43.66117123356058,-79.41711172187136
779,10,2.0,2,1,4.0,0,1,4.0,19,1450.0,1938000.0,43.6732163869667,-79.37594360640331
780,13,1.0,1,1,0.0,1,1,10.0,21,418.0,584000.0,43.63795473991499,-79.4233102745148
781,11,3.0,2,0,1.0,1,0,15.0,4,796.0,777000.0,43.658660987353045,-79.37077905937498
782,13,1.0,1,0,0.0,1,0,1.0,5,321.0,431000.0,43.65256883359368,-79.39313702279615
783,10,1.0,2,0,2.0,0,1,5.0,17,885.0,1337000.0,43.677857064247334,-79.39767827648969
784,13,2.0,2,1,1.0,1,1,9.0,3,694.0,732000.0,43.65010922067928,-79.39951272578465
785,13,2.0,2,0,4.0,1,3,5.0,24,993.0,1326000.0,43.65031531919182,-79.40953000985766
786,11,1.0,2,0,0.0,0,0,12.0,8,371.0,513000.0,43.656243497804674,-79.37984641798688
787,10,2.0,3,0,1.0,1,1,14.0,12,413.0,534000.0,43.67128575837928,-79.39143277397413
788,11,1.0,1,0,1.0,0,3,1.0,1,881.0,1258000.0,43.65107027376111,-79.3804574833817
789,13,2.0,2,0,1.0,1,0,13.961411528974939,3,461.0,806000.0,43.6466782999201,-79.37270046530338
790,13,1.0,1,0,1.0,1,2,14.0,7,668.0,823000.0,43.63308576393466,-79.42656567762106
791,13,3.0,3,0,3.0,1,0,4.0,49,1450.0,2038000.0,43.642332576375125,-79.41654403105787
792,10,2.0,3,0,2.0,1,3,4.0,7,1136.0,1675000.0,43.670669888062825,-79.39534409125201
793,13,1.0,1,0,0.0,1,2,10.0,32,334.0,414000.0,43.63416357843407,-79.40990848343117
794,10,2.0,3,0,2.0,0,1,4.0,1,753.3896065646413,1155000.0,43.659753233532705,-79.41169496106433
795,10,2.0,2,0,1.0,1,3,22.0,9,683.0,739000.0,43.6719039322769,-79.41095701069933
796,10,2.0,2,0,3.0,0,1,0.0,4,1141.0,1496000.0,43.68081235675211,-79.38734645464801
797,11,1.0,1,0,1.0,0,1,14.0,11,733.0,820000.0,43.65618095098028,-79.35847268996008
798,11,2.0,2,0,1.0,1,0,4.0,14,842.0,864000.0,43.66202356265962,-79.3720677913723
799,10,3.0,2,0,1.0,1,1,4.0,2,765.0,692000.0,43.67896543218764,-79.36876175325283
800,13,2.0,2,0,1.0,0,0,4.0,3,526.0,735000.0,43.64884647672843,-79.42066070251299
801,10,1.0,1,0,1.0,1,3,16.0,16,458.0,499000.0,43.65849478972235,-79.40562275267926
802,11,1.0,1,1,0.0,1,1,5.0,2,485.0,743000.0,43.66632299307357,-79.36766424983874
803,13,1.0,1,1,0.0,1,1,44.0,2,387.0,510000.0,43.63341896382124,-79.41207863075776
804,11,1.0,1,1,1.0,0,3,26.0,0,415.0,537000.0,43.66331440797021,-79.36536588707907
805,10,3.0,2,0,3.0,0,0,11.0,21,1796.0,2268000.0,43.65700142931219,-79.42286903377098
806,13,1.0,1,0,1.0,0,1,18.0,7,548.0,584000.0,43.63942224366343,-79.41509463290403
807,11,1.0,1,0,1.0,0,3,13.0,1,410.0,594000.0,43.658491192768444,-79.35454009978584
808,11,0.0,1,0,1.0,0,1,36.0,14,328.0,490000.0,43.649342536205985,-79.36951137294565
809,11,1.0,1,0,0.0,1,1,4.0,4,628.0,553000.0,43.66057496382219,-79.37011560310327
810,13,1.0,1,1,1.0,1,1,21.0,27,636.0,778000.0,43.64104541910113,-79.38288237000569
811,11,1.0,1,1,3.0,1,1,10.0,5,1013.0,1521000.0,43.65635175786246,-79.3799531297151
812,10,1.0,1,0,1.0,0,0,6.0,4,381.0,705000.0,43.65488017414847,-79.39457046507877
813,13,2.0,2,1,1.0,0,0,18.0,16,584.0,661000.0,43.63984543198042,-79.39898966756434
814,13,1.0,1,1,0.0,1,0,9.0,26,441.0,512000.0,43.62975616957286,-79.41766034815653
815,10,1.0,1,0,1.0,0,1,17.0,3,476.0,741000.0,43.65849445234363,-79.40217216159985
816,13,2.0,2,0,1.0,0,1,17.0,10,501.0,718000.0,43.64552717304562,-79.40023856517375
817,10,1.0,1,1,1.0,0,3,3.0,1,780.0,780000.0,43.676889394800526,-79.37803346768314
818,10,1.0,1,1,1.0,1,0,18.0,9,493.0,584000.0,43.66603205899431,-79.4119634955777
819,13,1.0,1,1,0.0,1,0,17.0,5,295.0,451000.0,43.65008360471887,-79.3587661329086
820,10,2.0,2,1,1.0,0,0,9.0,1,900.0,1037000.0,43.65334299112636,-79.42102352492378
821,11,1.0,1,1,1.0,0,2,6.0,15,681.0,867000.0,43.669036425140696,-79.37466168620765
822,10,1.0,2,0,0.0,1,3,7.0,23,433.0,513000.0,43.67052622291715,-79.41054722867034
823,10,2.0,2,1,1.0,0,0,37.0,20,794.0,931000.0,43.66248081406689,-79.39646365250282
824,13,1.0,1,0,1.0,0,2,48.0,6,764.0,792000.0,43.63682744900272,-79.39587173989534
825,13,1.0,1,1,1.0,0,1,0.0,5,755.0,723000.0,43.64940346263569,-79.35809296762105
826,13,1.0,1,0,0.0,1,0,4.0,8,364.0,518000.0,43.643257466072846,-79.41241479638013
827,13,3.0,3,1,2.0,1,1,16.0,23,1467.0,1602000.0,43.63659514465081,-79.4184332645454
829,10,2.0,2,0,1.0,0,0,19.0,23,705.0,930000.0,43.657741749778054,-79.3923859555613
830,10,2.0,2,0,2.0,0,1,33.0,15,756.0,1228000.0,43.672120936469256,-79.42163049361383
831,13,3.0,2,0,0.0,1,3,31.0,32,447.0,566000.0,43.65397616959526,-79.38625364797346
832,11,1.0,1,1,1.0,0,0,26.0,2,529.0,639000.0,43.66779746150696,-79.36876444363277
833,13,2.0,2,0,0.0,0,0,14.0,15,311.0,505000.0,43.648270908138734,-79.42143354696893
834,10,1.0,1,0,1.0,1,2,6.0,3,494.0,655000.0,43.69298916777094,-79.37610906934194
835,11,1.0,1,0,1.0,1,1,3.0,4,600.0,702000.0,43.654317313879616,-79.3590799153583
836,10,2.0,2,0,1.0,0,0,13.991152738389127,4,644.0,573000.0,43.68628226097107,-79.38547538778072
837,13,1.0,1,1,1.0,1,1,14.0,2,415.0,525000.0,43.649199194570656,-79.41066015106169
838,10,3.0,3,1,4.0,0,0,16.0,3,1952.0,1870000.0,43.66149948271036,-79.39105369984064
839,13,1.0,1,0,1.0,1,2,0.0,6,444.0,614000.0,43.64072805507898,-79.40170623447986
840,10,2.0,3,1,2.0,1,2,2.0,14,1144.0,1481000.0,43.657011503221405,-79.40695182286115
842,10,0.0,1,0,0.0,1,0,19.0,7,437.0,524000.0,43.65053657788651,-79.41693013929789
843,10,1.0,1,0,0.0,0,1,15.0,3,314.0,435000.0,43.653711892230376,-79.40612964774064
844,10,2.0,3,0,1.0,0,0,6.0,3,336.0,570000.0,43.66738314168097,-79.41179259165591
845,10,2.0,2,1,4.0,1,2,18.0,1,1221.0,1855000.0,43.65749094037733,-79.39681755175182
846,10,1.0,1,0,2.0,0,0,29.0,8,643.0,1033000.0,43.66747360242,-79.41486867494744
847,11,1.0,2,1,1.0,1,2,14.0,6,704.0,755000.0,43.64684653055267,-79.37601900361
848,13,2.0,2,1,1.0,1,1,1.0,11,490.0,766000.0,43.64670262211701,-79.36526809542771
849,10,2.0,2,0,1.0,1,1,18.0,13,960.0,1089000.0,43.68457446044096,-79.37769012067736
850,13,1.0,1,1,1.0,1,3,1.0,3,576.0,642000.0,43.645819709930834,-79.37195883363312
851,13,2.0,3,0,5.0,0,1,19.0,25,1771.0,2530000.0,43.64668451224725,-79.39034164349631
852,13,2.0,2,0,2.0,1,2,3.0,16,706.0,968000.0,43.64705385935538,-79.38694739055062
853,10,3.0,3,0,1.0,0,0,5.0,7,1076.0,956000.0,43.6698229849365,-79.42806107139589
854,11,2.0,1,1,1.0,0,2,37.0,32,843.0,833000.0,43.6569590026844,-79.37133682759449
855,10,3.0,3,0,1.0,1,3,12.0,18,970.0,794000.0,43.67684075342008,-79.38038547111164
856,13,2.0,1,0,3.0,0,3,1.0,8,1032.0,1311000.0,43.64605499917647,-79.37844627679003
857,11,1.0,1,0,1.0,1,3,11.0,10,616.0,578000.0,43.66373150411996,-79.37421143496175
858,10,0.0,1,0,0.0,0,2,26.0,5,287.0,419000.0,43.6704334674028,-79.38962012250178
859,10,1.0,1,1,1.0,1,2,0.0,14,460.0,597000.0,43.667181512786826,-79.40229145908279
860,13,1.0,1,0,0.0,1,0,7.0,6,637.0,465000.0,43.65357148677948,-79.39370094282204
861,10,1.0,1,1,0.0,1,2,43.0,3,602.0,691000.0,43.68521962759902,-79.38960674918049
862,10,2.0,1,0,2.0,1,0,35.0,3,628.0,1041000.0,43.67162556996427,-79.4097239754516
864,11,1.0,1,1,0.0,1,0,25.0,1,412.0,580000.0,43.65401048881936,-79.35569626626476
865,13,2.0,2,0,1.0,1,1,2.0,17,695.0,851000.0,43.63820388052509,-79.4161804992132
866,13,3.0,2,0,2.0,1,2,5.0,3,1596.0,1786000.0,43.64630145217033,-79.40229256761077
867,11,1.0,2,1,1.0,0,0,9.0,30,491.0,587000.0,43.65877827320358,-79.36947736681196
868,13,1.0,1,0,1.0,1,0,15.0,18,472.0,428000.0,43.63555773563513,-79.4148957346347
869,10,2.0,3,0,1.0,1,1,8.0,2,521.0,725000.0,43.658979345420555,-79.42178849619768
870,13,2.0,2,1,3.0,0,1,1.0,23,2097.0,2482000.0,43.6398525034813,-79.39234222185289
871,10,1.0,1,1,1.0,0,2,9.0,14,624.0,572000.0,43.68250758445638,-79.36580288477916
872,13,1.0,1,1,1.0,1,0,6.0,2,639.0,749000.0,43.65047884563287,-79.38139373569246
873,13,1.0,2,0,1.0,1,1,24.0,2,449.0,596000.0,43.64786749435094,-79.40049336051872
874,10,1.0,1,0,0.0,0,0,7.0,2,422.0,466000.0,43.69143770917345,-79.38634007623767
875,10,1.0,1,1,1.0,1,3,13.0,6,357.0,549000.0,43.65261202265775,-79.40999520012403
876,13,2.0,2,0,1.0,1,2,20.0,2,851.0,1130000.0,43.648451577160664,-79.36228617949838
877,10,2.0,2,0,1.0,1,0,11.0,4,817.0,786000.0,43.66891340307807,-79.40732138953987
879,13,2.0,2,0,2.0,1,1,21.0,2,1345.0,1563000.0,43.63649925175721,-79.42431497328559
880,11,2.0,3,0,1.0,1,1,30.0,5,500.0,762000.0,43.669635949823615,-79.3640397033523
881,10,1.0,1,1,2.0,1,0,40.0,29,564.0,1003000.0,43.65964407566167,-79.4055353430502
882,11,1.0,1,1,1.0,0,1,14.0,0,861.0,769000.0,43.668208841440645,-79.37232400200398
883,13,1.0,1,0,1.0,1,0,31.0,5,753.40190032668,759000.0,43.64681405619993,-79.38915899963561
884,11,1.0,1,0,1.0,0,0,7.0,5,493.0,571000.0,43.65976688180121,-79.36540356125158
